,AMV1,AMV4,AVV1,AVV2,HCV7,HCV8,SMV1_SMV7,KKV8,ARC,ARGO5,ARGO6,VF5,VF6,HOB_electric,HOB_biogas,HOB_fueloil,HOB_gasoil,HOB_natgas,HOB_pellets,HP_air
T2368,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.24627576,68.35,58.795,74.291,79.969,41.44,28.246
T2369,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.31472247,68.35,58.795,74.291,79.969,41.44,31.315
T2370,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.94457154,68.35,58.795,74.291,79.969,41.44,37.945
T2371,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.12342882,68.35,58.795,74.291,79.969,41.44,37.123
T2372,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.66501697,68.35,58.795,74.291,79.969,41.44,37.665
T2373,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.28048374,68.35,58.795,74.291,79.969,41.44,35.28
T2374,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.47545601,68.35,58.795,74.291,79.969,41.44,32.475
T2375,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.40372234,68.35,58.795,74.291,79.969,41.44,31.404
T2376,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.41236336,68.35,58.795,74.291,79.969,41.44,31.412
T2377,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.46013651,68.35,58.795,74.291,79.969,41.44,28.46
T2378,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.63463006,68.35,58.795,74.291,79.969,41.44,31.635
T2379,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.97125861,68.35,58.795,74.291,79.969,41.44,33.971
T2380,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.74776407,68.35,58.795,74.291,79.969,41.44,34.748
T2381,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.80513046,68.35,58.795,74.291,79.969,41.44,33.805
T2382,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.17413109,68.35,58.795,74.291,79.969,41.44,37.174
T2383,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.1128194,68.35,58.795,74.291,79.969,41.44,36.113
T2384,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.28690401,68.35,58.795,74.291,79.969,41.44,33.287
T2385,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.58535954,68.35,58.795,74.291,79.969,41.44,26.585
T2386,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.21355677,68.35,58.795,74.291,79.969,41.44,24.214
T2387,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.6529607,68.35,58.795,74.291,79.969,41.44,19.653
T2388,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,15.56336227,68.35,58.795,74.291,79.969,41.44,15.563
T2389,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,15.24227793,68.35,58.795,74.291,79.969,41.44,15.242
T2390,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,16.88485322,68.35,58.795,74.291,79.969,41.44,16.885
T2391,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.07430603,68.35,58.795,74.291,79.969,41.44,20.074
T2392,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.61225769,68.35,58.795,74.291,79.969,41.44,31.612
T2393,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.17895239,68.35,58.795,74.291,79.969,41.44,35.179
T2394,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.35181091,68.35,58.795,74.291,79.969,41.44,43.352
T2395,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.40705746,68.35,58.795,74.291,79.969,41.44,46.407
T2396,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.49286963,68.35,58.795,74.291,79.969,41.44,46.493
T2397,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.73971412,68.35,58.795,74.291,79.969,41.44,43.74
T2398,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.31963069,68.35,58.795,74.291,79.969,41.44,36.32
T2399,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.33815625,68.35,58.795,74.291,79.969,41.44,33.338
T2400,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.35821333,68.35,58.795,74.291,79.969,41.44,31.358
T2401,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.77209251,68.35,58.795,74.291,79.969,41.44,29.772
T2402,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.72344228,68.35,58.795,74.291,79.969,41.44,29.723
T2403,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.43959962,68.35,58.795,74.291,79.969,41.44,32.44
T2404,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.74299028,68.35,58.795,74.291,79.969,41.44,34.743
T2405,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.9236918,68.35,58.795,74.291,79.969,41.44,35.924
T2406,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.57956295,68.35,58.795,74.291,79.969,41.44,35.58
T2407,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.14284661,68.35,58.795,74.291,79.969,41.44,37.143
T2408,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.40799563,68.35,58.795,74.291,79.969,41.44,33.408
T2409,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.06842328,68.35,58.795,74.291,79.969,41.44,23.068
T2410,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.75779078,68.35,58.795,74.291,79.969,41.44,18.758
T2411,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.18317189,68.35,58.795,74.291,79.969,41.44,19.183
T2412,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,14.75167905,68.35,58.795,74.291,79.969,41.44,14.752
T2413,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.94990167,68.35,58.795,74.291,79.969,41.44,10.95
T2414,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,12.88584349,68.35,58.795,74.291,79.969,41.44,12.886
T2415,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.17965925,68.35,58.795,74.291,79.969,41.44,20.18
T2416,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.63426812,68.35,58.795,74.291,79.969,41.44,27.634
T2417,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.64725193,68.35,58.795,74.291,79.969,41.44,37.647
T2418,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.72089839,68.35,58.795,74.291,79.969,41.44,42.721
T2419,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.08341514,68.35,58.795,74.291,79.969,41.44,42.083
T2420,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.33120161,68.35,58.795,74.291,79.969,41.44,36.331
T2421,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.42165814,68.35,58.795,74.291,79.969,41.44,29.422
T2422,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.02077542,68.35,58.795,74.291,79.969,41.44,26.021
T2423,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.42554358,68.35,58.795,74.291,79.969,41.44,25.426
T2424,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,9.943626719,68.35,58.795,74.291,79.969,41.44,9.944
T2425,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.05767893,68.35,58.795,74.291,79.969,41.44,10.058
T2426,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.95908705,68.35,58.795,74.291,79.969,41.44,10.959
T2427,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.69406258,68.35,58.795,74.291,79.969,41.44,19.694
T2428,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.49889107,68.35,58.795,74.291,79.969,41.44,19.499
T2429,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,20.49403947,68.35,58.795,74.291,79.969,41.44,20.494
T2430,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.07323888,68.35,58.795,74.291,79.969,41.44,21.073
T2431,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.95847516,68.35,58.795,74.291,79.969,41.44,18.958
T2432,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,15.22839826,68.35,58.795,74.291,79.969,41.44,15.228
T2433,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.46929643,68.35,58.795,74.291,79.969,41.44,10.469
T2434,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.09311585,68.35,58.795,74.291,79.969,41.44,10.093
T2435,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.38399645,68.35,58.795,74.291,79.969,41.44,10.384
T2436,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.459634188,68.35,58.795,74.291,79.969,41.44,7.46
T2437,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,5.089055609,68.35,58.795,74.291,79.969,41.44,5.089
T2438,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,4.524697256,68.35,58.795,74.291,79.969,41.44,4.525
T2439,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.563516956,68.35,58.795,74.291,79.969,41.44,7.564
T2440,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.672381498,68.35,58.795,74.291,79.969,41.44,8.672
T2441,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.51010571,68.35,58.795,74.291,79.969,41.44,22.51
T2442,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.57693131,68.35,58.795,74.291,79.969,41.44,29.577
T2443,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,28.96916286,68.35,58.795,74.291,79.969,41.44,28.969
T2444,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.06189801,68.35,58.795,74.291,79.969,41.44,26.062
T2445,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,23.5782514,68.35,58.795,74.291,79.969,41.44,23.578
T2446,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,11.76434918,68.35,58.795,74.291,79.969,41.44,11.764
T2447,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,6.480715284,68.35,58.795,74.291,79.969,41.44,6.481
T2448,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,3.172136122,68.35,58.795,74.291,79.969,41.44,3.172
T2449,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,4.750623986,68.35,58.795,74.291,79.969,41.44,4.751
T2450,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,3.924945121,68.35,58.795,74.291,79.969,41.44,3.925
T2451,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,3.457594815,68.35,58.795,74.291,79.969,41.44,3.458
T2452,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,2.877374749,68.35,58.795,74.291,79.969,41.44,2.877
T2453,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,2.731591253,68.35,58.795,74.291,79.969,41.44,2.732
T2454,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,0.48321406,68.35,58.795,74.291,79.969,41.44,0.483
T2455,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-0.942803165,68.35,58.795,74.291,79.969,41.44,-0.943
T2456,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,0.551944414,68.35,58.795,74.291,79.969,41.44,0.552
T2457,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-0.868772886,68.35,58.795,74.291,79.969,41.44,-0.869
T2458,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-10.16985566,68.35,58.795,74.291,79.969,41.44,-10.17
T2459,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-20.29754362,68.35,58.795,74.291,79.969,41.44,-20.298
T2460,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-28.11432649,68.35,58.795,74.291,79.969,41.44,-28.114
T2461,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-36.27227892,68.35,58.795,74.291,79.969,41.44,-36.272
T2462,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-35.06327021,68.35,58.795,74.291,79.969,41.44,-35.063
T2463,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-24.1862248,68.35,58.795,74.291,79.969,41.44,-24.186
T2464,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,-2.322910253,68.35,58.795,74.291,79.969,41.44,-2.323
T2465,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,2.65591109,68.35,58.795,74.291,79.969,41.44,2.656
T2466,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,15.26465242,68.35,58.795,74.291,79.969,41.44,15.265
T2467,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,14.52025061,68.35,58.795,74.291,79.969,41.44,14.52
T2468,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,11.45428314,68.35,58.795,74.291,79.969,41.44,11.454
T2469,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,14.53362402,68.35,58.795,74.291,79.969,41.44,14.534
T2470,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,14.18875611,68.35,58.795,74.291,79.969,41.44,14.189
T2471,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.605647716,68.35,58.795,74.291,79.969,41.44,8.606
T2472,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,9.09326239,68.35,58.795,74.291,79.969,41.44,9.093
T2473,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.828836476,68.35,58.795,74.291,79.969,41.44,8.829
T2474,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,9.496338459,68.35,58.795,74.291,79.969,41.44,9.496
T2475,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,10.16240328,68.35,58.795,74.291,79.969,41.44,10.162
T2476,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.38475181,68.35,58.795,74.291,79.969,41.44,21.385
T2477,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,31.25612394,68.35,58.795,74.291,79.969,41.44,31.256
T2478,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.7702693,68.35,58.795,74.291,79.969,41.44,38.77
T2479,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.53819456,68.35,58.795,74.291,79.969,41.44,39.538
T2480,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.32820173,68.35,58.795,74.291,79.969,41.44,30.328
T2481,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,26.97722149,68.35,58.795,74.291,79.969,41.44,26.977
T2482,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.72085136,68.35,58.795,74.291,79.969,41.44,25.721
T2483,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,21.75694,68.35,58.795,74.291,79.969,41.44,21.757
T2484,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,19.9615046,68.35,58.795,74.291,79.969,41.44,19.962
T2485,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.47468422,68.35,58.795,74.291,79.969,41.44,17.475
T2486,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,18.9244567,68.35,58.795,74.291,79.969,41.44,18.924
T2487,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,22.46004991,68.35,58.795,74.291,79.969,41.44,22.46
T2488,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.00581488,68.35,58.795,74.291,79.969,41.44,27.006
T2489,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.88747335,68.35,58.795,74.291,79.969,41.44,30.887
T2490,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.32054361,68.35,58.795,74.291,79.969,41.44,37.321
T2491,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.15730746,68.35,58.795,74.291,79.969,41.44,44.157
T2492,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.75381867,68.35,58.795,74.291,79.969,41.44,35.754
T2493,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.438745672,68.35,58.795,74.291,79.969,41.44,8.439
T2494,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.428469924,68.35,58.795,74.291,79.969,41.44,8.428
T2495,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.135015245,68.35,58.795,74.291,79.969,41.44,8.135
T2496,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.571204618,68.35,58.795,74.291,79.969,41.44,7.571
T2497,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.210059673,68.35,58.795,74.291,79.969,41.44,7.21
T2498,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.399594987,68.35,58.795,74.291,79.969,41.44,7.4
T2499,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.704890275,68.35,58.795,74.291,79.969,41.44,7.705
T2500,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.28223705,68.35,58.795,74.291,79.969,41.44,7.282
T2501,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,9.07051295,68.35,58.795,74.291,79.969,41.44,9.071
T2502,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.14196926,68.35,58.795,74.291,79.969,41.44,29.142
T2503,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,27.90104431,68.35,58.795,74.291,79.969,41.44,27.901
T2504,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,24.16684123,68.35,58.795,74.291,79.969,41.44,24.167
T2505,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,17.66536922,68.35,58.795,74.291,79.969,41.44,17.665
T2506,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.652633995,68.35,58.795,74.291,79.969,41.44,7.653
T2507,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.46838542,68.35,58.795,74.291,79.969,41.44,7.468
T2508,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.064591316,68.35,58.795,74.291,79.969,41.44,7.065
T2509,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,6.871119207,68.35,58.795,74.291,79.969,41.44,6.871
T2510,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,6.91941361,68.35,58.795,74.291,79.969,41.44,6.919
T2511,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.585325017,68.35,58.795,74.291,79.969,41.44,7.585
T2512,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,25.17490223,68.35,58.795,74.291,79.969,41.44,25.175
T2513,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.13658399,68.35,58.795,74.291,79.969,41.44,30.137
T2514,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.92045113,68.35,58.795,74.291,79.969,41.44,40.92
T2515,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.18231011,68.35,58.795,74.291,79.969,41.44,39.182
T2516,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,35.33140003,68.35,58.795,74.291,79.969,41.44,35.331
T2517,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,8.075921003,68.35,58.795,74.291,79.969,41.44,8.076
T2518,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.515008417,68.35,58.795,74.291,79.969,41.44,7.515
T2519,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,7.403070661,68.35,58.795,74.291,79.969,41.44,7.403
