,AMV1,AMV4,AVV1,AVV2,HCV7,HCV8,SMV1_SMV7,KKV8,ARC,ARGO5,ARGO6,VF5,VF6,HOB_electric,HOB_biogas,HOB_fueloil,HOB_gasoil,HOB_natgas,HOB_pellets,HP_air
T6156,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.98338777,68.35,58.795,74.291,79.969,41.44,53.983
T6157,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.33605181,68.35,58.795,74.291,79.969,41.44,49.336
T6158,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.26234189,68.35,58.795,74.291,79.969,41.44,51.262
T6159,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.06334275,68.35,58.795,74.291,79.969,41.44,58.063
T6160,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.89298756,68.35,58.795,74.291,79.969,41.44,71.893
T6161,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,86.4002232,68.35,58.795,74.291,79.969,41.44,86.4
T6162,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,126.4738126,68.35,58.795,74.291,79.969,41.44,126.474
T6163,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,102.1777772,68.35,58.795,74.291,79.969,41.44,102.178
T6164,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.40282131,68.35,58.795,74.291,79.969,41.44,71.403
T6165,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.04435795,68.35,58.795,74.291,79.969,41.44,59.044
T6166,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.94160519,68.35,58.795,74.291,79.969,41.44,48.942
T6167,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.26845084,68.35,58.795,74.291,79.969,41.44,46.268
T6168,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.79264065,68.35,58.795,74.291,79.969,41.44,45.793
T6169,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.21049901,68.35,58.795,74.291,79.969,41.44,44.21
T6170,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.87295114,68.35,58.795,74.291,79.969,41.44,42.873
T6171,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.73836533,68.35,58.795,74.291,79.969,41.44,43.738
T6172,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.7821708,68.35,58.795,74.291,79.969,41.44,47.782
T6173,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,66.57838297,68.35,58.795,74.291,79.969,41.44,66.578
T6174,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,86.29116688,68.35,58.795,74.291,79.969,41.44,86.291
T6175,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,97.46469786,68.35,58.795,74.291,79.969,41.44,97.465
T6176,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,90.10660713,68.35,58.795,74.291,79.969,41.44,90.107
T6177,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,95.06689643,68.35,58.795,74.291,79.969,41.44,95.067
T6178,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,96.48578612,68.35,58.795,74.291,79.969,41.44,96.486
T6179,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,87.95787603,68.35,58.795,74.291,79.969,41.44,87.958
T6180,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,77.08828444,68.35,58.795,74.291,79.969,41.44,77.088
T6181,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,72.25847735,68.35,58.795,74.291,79.969,41.44,72.258
T6182,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,74.58063109,68.35,58.795,74.291,79.969,41.44,74.581
T6183,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,81.33105641,68.35,58.795,74.291,79.969,41.44,81.331
T6184,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,90.06577623,68.35,58.795,74.291,79.969,41.44,90.066
T6185,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,142.2458553,68.35,58.795,74.291,79.969,41.44,142.246
T6186,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,211.2086369,68.35,58.795,74.291,79.969,41.44,211.209
T6187,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,164.4786108,68.35,58.795,74.291,79.969,41.44,164.479
T6188,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,83.99018282,68.35,58.795,74.291,79.969,41.44,83.99
T6189,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,70.16120986,68.35,58.795,74.291,79.969,41.44,70.161
T6190,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.775208,68.35,58.795,74.291,79.969,41.44,56.775
T6191,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.84725911,68.35,58.795,74.291,79.969,41.44,54.847
T6192,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.95101008,68.35,58.795,74.291,79.969,41.44,50.951
T6193,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.62658038,68.35,58.795,74.291,79.969,41.44,49.627
T6194,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.6563196,68.35,58.795,74.291,79.969,41.44,47.656
T6195,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.52342588,68.35,58.795,74.291,79.969,41.44,48.523
T6196,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.18926819,68.35,58.795,74.291,79.969,41.44,51.189
T6197,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,64.50798939,68.35,58.795,74.291,79.969,41.44,64.508
T6198,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,81.90090186,68.35,58.795,74.291,79.969,41.44,81.901
T6199,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,93.06156722,68.35,58.795,74.291,79.969,41.44,93.062
T6200,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,82.64651178,68.35,58.795,74.291,79.969,41.44,82.647
T6201,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.96935522,68.35,58.795,74.291,79.969,41.44,71.969
T6202,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,64.41745048,68.35,58.795,74.291,79.969,41.44,64.417
T6203,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.54146035,68.35,58.795,74.291,79.969,41.44,54.541
T6204,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,49.27538891,68.35,58.795,74.291,79.969,41.44,49.275
T6205,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.11910486,68.35,58.795,74.291,79.969,41.44,43.119
T6206,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.52881001,68.35,58.795,74.291,79.969,41.44,42.529
T6207,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.0252092,68.35,58.795,74.291,79.969,41.44,47.025
T6208,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.50854947,68.35,58.795,74.291,79.969,41.44,50.509
T6209,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.28415476,68.35,58.795,74.291,79.969,41.44,58.284
T6210,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.04771475,68.35,58.795,74.291,79.969,41.44,63.048
T6211,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.2699845,68.35,58.795,74.291,79.969,41.44,54.27
T6212,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.23572248,68.35,58.795,74.291,79.969,41.44,38.236
T6213,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.64067949,68.35,58.795,74.291,79.969,41.44,40.641
T6214,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.36096536,68.35,58.795,74.291,79.969,41.44,39.361
T6215,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,12.94505234,68.35,58.795,74.291,79.969,41.44,12.945
T6216,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,12.89950487,68.35,58.795,74.291,79.969,41.44,12.9
T6217,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,13.02771789,68.35,58.795,74.291,79.969,41.44,13.028
T6218,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,13.2583031,68.35,58.795,74.291,79.969,41.44,13.258
T6219,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,29.30731378,68.35,58.795,74.291,79.969,41.44,29.307
T6220,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.26583422,68.35,58.795,74.291,79.969,41.44,40.266
T6221,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.94261081,68.35,58.795,74.291,79.969,41.44,51.943
T6222,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.05371208,68.35,58.795,74.291,79.969,41.44,58.054
T6223,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,66.40102858,68.35,58.795,74.291,79.969,41.44,66.401
T6224,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,65.83472255,68.35,58.795,74.291,79.969,41.44,65.835
T6225,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.6585376,68.35,58.795,74.291,79.969,41.44,57.659
T6226,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.29999018,68.35,58.795,74.291,79.969,41.44,55.3
T6227,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.06840139,68.35,58.795,74.291,79.969,41.44,56.068
T6228,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.14935487,68.35,58.795,74.291,79.969,41.44,54.149
T6229,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.65146459,68.35,58.795,74.291,79.969,41.44,47.651
T6230,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,50.63259556,68.35,58.795,74.291,79.969,41.44,50.633
T6231,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,56.00938163,68.35,58.795,74.291,79.969,41.44,56.009
T6232,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.72485033,68.35,58.795,74.291,79.969,41.44,63.725
T6233,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,74.95563894,68.35,58.795,74.291,79.969,41.44,74.956
T6234,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,88.16803607,68.35,58.795,74.291,79.969,41.44,88.168
T6235,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,71.855236,68.35,58.795,74.291,79.969,41.44,71.855
T6236,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.5143792,68.35,58.795,74.291,79.969,41.44,58.514
T6237,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,47.43205461,68.35,58.795,74.291,79.969,41.44,47.432
T6238,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.19697234,68.35,58.795,74.291,79.969,41.44,42.197
T6239,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.5948271,68.35,58.795,74.291,79.969,41.44,43.595
T6240,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.61398919,68.35,58.795,74.291,79.969,41.44,40.614
T6241,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.35636205,68.35,58.795,74.291,79.969,41.44,40.356
T6242,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.83750098,68.35,58.795,74.291,79.969,41.44,39.838
T6243,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.46817715,68.35,58.795,74.291,79.969,41.44,39.468
T6244,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.90875935,68.35,58.795,74.291,79.969,41.44,42.909
T6245,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.68627286,68.35,58.795,74.291,79.969,41.44,53.686
T6246,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.56801126,68.35,58.795,74.291,79.969,41.44,63.568
T6247,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,67.1376273,68.35,58.795,74.291,79.969,41.44,67.138
T6248,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,60.93256643,68.35,58.795,74.291,79.969,41.44,60.933
T6249,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,55.4639337,68.35,58.795,74.291,79.969,41.44,55.464
T6250,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.44495983,68.35,58.795,74.291,79.969,41.44,48.445
T6251,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.67920766,68.35,58.795,74.291,79.969,41.44,44.679
T6252,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.53586496,68.35,58.795,74.291,79.969,41.44,43.536
T6253,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.68896464,68.35,58.795,74.291,79.969,41.44,36.689
T6254,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.72968103,68.35,58.795,74.291,79.969,41.44,37.73
T6255,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.97556881,68.35,58.795,74.291,79.969,41.44,41.976
T6256,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,53.67243081,68.35,58.795,74.291,79.969,41.44,53.672
T6257,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,59.7669731,68.35,58.795,74.291,79.969,41.44,59.767
T6258,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,63.03896751,68.35,58.795,74.291,79.969,41.44,63.039
T6259,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.5542562,68.35,58.795,74.291,79.969,41.44,58.554
T6260,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,52.13217003,68.35,58.795,74.291,79.969,41.44,52.132
T6261,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.7875297,68.35,58.795,74.291,79.969,41.44,41.788
T6262,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.94566484,68.35,58.795,74.291,79.969,41.44,39.946
T6263,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.85364491,68.35,58.795,74.291,79.969,41.44,38.854
T6264,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.89445545,68.35,58.795,74.291,79.969,41.44,36.894
T6265,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.66573412,68.35,58.795,74.291,79.969,41.44,38.666
T6266,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.23269218,68.35,58.795,74.291,79.969,41.44,38.233
T6267,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.55233109,68.35,58.795,74.291,79.969,41.44,37.552
T6268,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,37.20285799,68.35,58.795,74.291,79.969,41.44,37.203
T6269,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.70905673,68.35,58.795,74.291,79.969,41.44,40.709
T6270,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.58594956,68.35,58.795,74.291,79.969,41.44,43.586
T6271,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,46.51715757,68.35,58.795,74.291,79.969,41.44,46.517
T6272,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.39843091,68.35,58.795,74.291,79.969,41.44,45.398
T6273,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.20825629,68.35,58.795,74.291,79.969,41.44,42.208
T6274,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.84713824,68.35,58.795,74.291,79.969,41.44,40.847
T6275,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.41533563,68.35,58.795,74.291,79.969,41.44,38.415
T6276,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.72796284,68.35,58.795,74.291,79.969,41.44,33.728
T6277,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.6155133,68.35,58.795,74.291,79.969,41.44,33.616
T6278,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,36.38955364,68.35,58.795,74.291,79.969,41.44,36.39
T6279,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.23660251,68.35,58.795,74.291,79.969,41.44,42.237
T6280,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,48.19246984,68.35,58.795,74.291,79.969,41.44,48.192
T6281,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,54.60297315,68.35,58.795,74.291,79.969,41.44,54.603
T6282,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,57.60695287,68.35,58.795,74.291,79.969,41.44,57.607
T6283,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.37197008,68.35,58.795,74.291,79.969,41.44,58.372
T6284,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.38731665,68.35,58.795,74.291,79.969,41.44,51.387
T6285,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,45.99302844,68.35,58.795,74.291,79.969,41.44,45.993
T6286,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.20649611,68.35,58.795,74.291,79.969,41.44,40.206
T6287,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.46245211,68.35,58.795,74.291,79.969,41.44,44.462
T6288,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.41152505,68.35,58.795,74.291,79.969,41.44,43.412
T6289,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,42.04772666,68.35,58.795,74.291,79.969,41.44,42.048
T6290,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.9547761,68.35,58.795,74.291,79.969,41.44,40.955
T6291,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.77099197,68.35,58.795,74.291,79.969,41.44,40.771
T6292,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.89874059,68.35,58.795,74.291,79.969,41.44,40.899
T6293,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.36633144,68.35,58.795,74.291,79.969,41.44,41.366
T6294,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.93498037,68.35,58.795,74.291,79.969,41.44,40.935
T6295,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,41.45870091,68.35,58.795,74.291,79.969,41.44,41.459
T6296,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,43.24426304,68.35,58.795,74.291,79.969,41.44,43.244
T6297,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,40.54343486,68.35,58.795,74.291,79.969,41.44,40.543
T6298,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,34.85206576,68.35,58.795,74.291,79.969,41.44,34.852
T6299,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,32.99815304,68.35,58.795,74.291,79.969,41.44,32.998
T6300,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,33.65846086,68.35,58.795,74.291,79.969,41.44,33.658
T6301,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,38.8027678,68.35,58.795,74.291,79.969,41.44,38.803
T6302,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,39.66630796,68.35,58.795,74.291,79.969,41.44,39.666
T6303,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,30.15956528,68.35,58.795,74.291,79.969,41.44,30.16
T6304,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,44.52394174,68.35,58.795,74.291,79.969,41.44,44.524
T6305,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,51.53892274,68.35,58.795,74.291,79.969,41.44,51.539
T6306,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.17626955,68.35,58.795,74.291,79.969,41.44,58.176
T6307,41.44,26.04,41.44,41.44,79.969,79.969,79.969,26.04,-7.73,-7.73,-7.73,-7.73,-7.73,58.76432318,68.35,58.795,74.291,79.969,41.44,58.764
