,AMV3,AVV1,AVV2,AMV1,AMV4,ARC,ARGO5,ARGO6,HCV7,HCV8,KKV7,KKV8,VF5,VF6,HOB_BG,HOB_EL,HOB_FO,HOB_GO,HOB_NG,HOB_WP,HOB_WW,EH,HP
T4561,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.89,29.60,47.22,22.32,34.92,12.07,0.00,36.89
T4562,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.04,29.60,47.22,22.32,34.92,12.07,0.00,35.04
T4563,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.54,29.60,47.22,22.32,34.92,12.07,0.00,35.54
T4564,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.21,29.60,47.22,22.32,34.92,12.07,0.00,37.21
T4565,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.51,29.60,47.22,22.32,34.92,12.07,0.00,42.51
T4566,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,51.12,29.60,47.22,22.32,34.92,12.07,0.00,51.12
T4567,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,56.82,29.60,47.22,22.32,34.92,12.07,0.00,56.82
T4568,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.71,29.60,47.22,22.32,34.92,12.07,0.00,55.71
T4569,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,55.45,29.60,47.22,22.32,34.92,12.07,0.00,55.45
T4570,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.84,29.60,47.22,22.32,34.92,12.07,0.00,54.84
T4571,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.71,29.60,47.22,22.32,34.92,12.07,0.00,50.71
T4572,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.08,29.60,47.22,22.32,34.92,12.07,0.00,46.08
T4573,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.08,29.60,47.22,22.32,34.92,12.07,0.00,40.08
T4574,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.63,29.60,47.22,22.32,34.92,12.07,0.00,38.63
T4575,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,36.95,29.60,47.22,22.32,34.92,12.07,0.00,36.95
T4576,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.15,29.60,47.22,22.32,34.92,12.07,0.00,41.15
T4577,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.66,29.60,47.22,22.32,34.92,12.07,0.00,44.66
T4578,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.24,29.60,47.22,22.32,34.92,12.07,0.00,45.24
T4579,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,20.19,29.60,47.22,22.32,34.92,12.07,0.00,20.19
T4580,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,18.44,29.60,47.22,22.32,34.92,12.07,0.00,18.44
T4581,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.08,29.60,47.22,22.32,34.92,12.07,0.00,17.08
T4582,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.87,29.60,47.22,22.32,34.92,12.07,0.00,13.87
T4583,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.83,29.60,47.22,22.32,34.92,12.07,0.00,10.83
T4584,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,11.15,29.60,47.22,22.32,34.92,12.07,0.00,11.15
T4585,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,9.96,29.60,47.22,22.32,34.92,12.07,0.00,9.96
T4586,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,6.99,29.60,47.22,22.32,34.92,12.07,0.00,6.99
T4587,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,6.77,29.60,47.22,22.32,34.92,12.07,0.00,6.77
T4588,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,7.27,29.60,47.22,22.32,34.92,12.07,0.00,7.27
T4589,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,6.99,29.60,47.22,22.32,34.92,12.07,0.00,6.99
T4590,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.32,29.60,47.22,22.32,34.92,12.07,0.00,13.32
T4591,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.20,29.60,47.22,22.32,34.92,12.07,0.00,14.20
T4592,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.73,29.60,47.22,22.32,34.92,12.07,0.00,15.73
T4593,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.40,29.60,47.22,22.32,34.92,12.07,0.00,16.40
T4594,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.14,29.60,47.22,22.32,34.92,12.07,0.00,16.14
T4595,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.11,29.60,47.22,22.32,34.92,12.07,0.00,16.11
T4596,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.27,29.60,47.22,22.32,34.92,12.07,0.00,14.27
T4597,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.65,29.60,47.22,22.32,34.92,12.07,0.00,13.65
T4598,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,12.52,29.60,47.22,22.32,34.92,12.07,0.00,12.52
T4599,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,12.90,29.60,47.22,22.32,34.92,12.07,0.00,12.90
T4600,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.04,29.60,47.22,22.32,34.92,12.07,0.00,14.04
T4601,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.04,29.60,47.22,22.32,34.92,12.07,0.00,17.04
T4602,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.29,29.60,47.22,22.32,34.92,12.07,0.00,17.29
T4603,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.58,29.60,47.22,22.32,34.92,12.07,0.00,17.58
T4604,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.73,29.60,47.22,22.32,34.92,12.07,0.00,17.73
T4605,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.91,29.60,47.22,22.32,34.92,12.07,0.00,16.91
T4606,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.78,29.60,47.22,22.32,34.92,12.07,0.00,15.78
T4607,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.81,29.60,47.22,22.32,34.92,12.07,0.00,14.81
T4608,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.73,29.60,47.22,22.32,34.92,12.07,0.00,13.73
T4609,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,12.58,29.60,47.22,22.32,34.92,12.07,0.00,12.58
T4610,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,7.00,29.60,47.22,22.32,34.92,12.07,0.00,7.00
T4611,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,7.93,29.60,47.22,22.32,34.92,12.07,0.00,7.93
T4612,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,10.53,29.60,47.22,22.32,34.92,12.07,0.00,10.53
T4613,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,11.04,29.60,47.22,22.32,34.92,12.07,0.00,11.04
T4614,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.59,29.60,47.22,22.32,34.92,12.07,0.00,13.59
T4615,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.45,29.60,47.22,22.32,34.92,12.07,0.00,14.45
T4616,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.95,29.60,47.22,22.32,34.92,12.07,0.00,15.95
T4617,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.50,29.60,47.22,22.32,34.92,12.07,0.00,16.50
T4618,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,17.03,29.60,47.22,22.32,34.92,12.07,0.00,17.03
T4619,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,15.94,29.60,47.22,22.32,34.92,12.07,0.00,15.94
T4620,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.86,29.60,47.22,22.32,34.92,12.07,0.00,13.86
T4621,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.44,29.60,47.22,22.32,34.92,12.07,0.00,13.44
T4622,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.48,29.60,47.22,22.32,34.92,12.07,0.00,13.48
T4623,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.51,29.60,47.22,22.32,34.92,12.07,0.00,13.51
T4624,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.58,29.60,47.22,22.32,34.92,12.07,0.00,14.58
T4625,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,16.80,29.60,47.22,22.32,34.92,12.07,0.00,16.80
T4626,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,37.71,29.60,47.22,22.32,34.92,12.07,0.00,37.71
T4627,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.34,29.60,47.22,22.32,34.92,12.07,0.00,40.34
T4628,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.87,29.60,47.22,22.32,34.92,12.07,0.00,40.87
T4629,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.19,29.60,47.22,22.32,34.92,12.07,0.00,40.19
T4630,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,26.75,29.60,47.22,22.32,34.92,12.07,0.00,26.75
T4631,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.20,29.60,47.22,22.32,34.92,12.07,0.00,13.20
T4632,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,14.49,29.60,47.22,22.32,34.92,12.07,0.00,14.49
T4633,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,13.37,29.60,47.22,22.32,34.92,12.07,0.00,13.37
T4634,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,12.25,29.60,47.22,22.32,34.92,12.07,0.00,12.25
T4635,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,23.71,29.60,47.22,22.32,34.92,12.07,0.00,23.71
T4636,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,30.46,29.60,47.22,22.32,34.92,12.07,0.00,30.46
T4637,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.03,29.60,47.22,22.32,34.92,12.07,0.00,39.03
T4638,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.85,29.60,47.22,22.32,34.92,12.07,0.00,45.85
T4639,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.63,29.60,47.22,22.32,34.92,12.07,0.00,42.63
T4640,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.72,29.60,47.22,22.32,34.92,12.07,0.00,42.72
T4641,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.07,29.60,47.22,22.32,34.92,12.07,0.00,41.07
T4642,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.10,29.60,47.22,22.32,34.92,12.07,0.00,40.10
T4643,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.24,29.60,47.22,22.32,34.92,12.07,0.00,38.24
T4644,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.35,29.60,47.22,22.32,34.92,12.07,0.00,39.35
T4645,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.98,29.60,47.22,22.32,34.92,12.07,0.00,39.98
T4646,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.14,29.60,47.22,22.32,34.92,12.07,0.00,40.14
T4647,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,39.19,29.60,47.22,22.32,34.92,12.07,0.00,39.19
T4648,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.72,29.60,47.22,22.32,34.92,12.07,0.00,42.72
T4649,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.78,29.60,47.22,22.32,34.92,12.07,0.00,46.78
T4650,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.04,29.60,47.22,22.32,34.92,12.07,0.00,52.04
T4651,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.21,29.60,47.22,22.32,34.92,12.07,0.00,49.21
T4652,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.38,29.60,47.22,22.32,34.92,12.07,0.00,45.38
T4653,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.26,29.60,47.22,22.32,34.92,12.07,0.00,44.26
T4654,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.64,29.60,47.22,22.32,34.92,12.07,0.00,40.64
T4655,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,38.67,29.60,47.22,22.32,34.92,12.07,0.00,38.67
T4656,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.90,29.60,47.22,22.32,34.92,12.07,0.00,33.90
T4657,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.39,29.60,47.22,22.32,34.92,12.07,0.00,32.39
T4658,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.05,29.60,47.22,22.32,34.92,12.07,0.00,32.05
T4659,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,29.28,29.60,47.22,22.32,34.92,12.07,0.00,29.28
T4660,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,32.04,29.60,47.22,22.32,34.92,12.07,0.00,32.04
T4661,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.40,29.60,47.22,22.32,34.92,12.07,0.00,40.40
T4662,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.21,29.60,47.22,22.32,34.92,12.07,0.00,49.21
T4663,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.83,29.60,47.22,22.32,34.92,12.07,0.00,45.83
T4664,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.17,29.60,47.22,22.32,34.92,12.07,0.00,45.17
T4665,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.65,29.60,47.22,22.32,34.92,12.07,0.00,44.65
T4666,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,44.40,29.60,47.22,22.32,34.92,12.07,0.00,44.40
T4667,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,43.88,29.60,47.22,22.32,34.92,12.07,0.00,43.88
T4668,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.90,29.60,47.22,22.32,34.92,12.07,0.00,42.90
T4669,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.99,29.60,47.22,22.32,34.92,12.07,0.00,42.99
T4670,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,42.42,29.60,47.22,22.32,34.92,12.07,0.00,42.42
T4671,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.45,29.60,47.22,22.32,34.92,12.07,0.00,41.45
T4672,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.12,29.60,47.22,22.32,34.92,12.07,0.00,46.12
T4673,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.87,29.60,47.22,22.32,34.92,12.07,0.00,50.87
T4674,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.69,29.60,47.22,22.32,34.92,12.07,0.00,50.69
T4675,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.72,29.60,47.22,22.32,34.92,12.07,0.00,50.72
T4676,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,47.00,29.60,47.22,22.32,34.92,12.07,0.00,47.00
T4677,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.73,29.60,47.22,22.32,34.92,12.07,0.00,45.73
T4678,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.94,29.60,47.22,22.32,34.92,12.07,0.00,41.94
T4679,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,40.39,29.60,47.22,22.32,34.92,12.07,0.00,40.39
T4680,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.13,29.60,47.22,22.32,34.92,12.07,0.00,35.13
T4681,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,34.28,29.60,47.22,22.32,34.92,12.07,0.00,34.28
T4682,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,33.43,29.60,47.22,22.32,34.92,12.07,0.00,33.43
T4683,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,35.86,29.60,47.22,22.32,34.92,12.07,0.00,35.86
T4684,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,41.24,29.60,47.22,22.32,34.92,12.07,0.00,41.24
T4685,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,47.82,29.60,47.22,22.32,34.92,12.07,0.00,47.82
T4686,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.36,29.60,47.22,22.32,34.92,12.07,0.00,54.36
T4687,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,64.96,29.60,47.22,22.32,34.92,12.07,0.00,64.96
T4688,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.57,29.60,47.22,22.32,34.92,12.07,0.00,52.57
T4689,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.12,29.60,47.22,22.32,34.92,12.07,0.00,52.12
T4690,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,57.08,29.60,47.22,22.32,34.92,12.07,0.00,57.08
T4691,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,54.54,29.60,47.22,22.32,34.92,12.07,0.00,54.54
T4692,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,53.04,29.60,47.22,22.32,34.92,12.07,0.00,53.04
T4693,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,52.57,29.60,47.22,22.32,34.92,12.07,0.00,52.57
T4694,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,49.09,29.60,47.22,22.32,34.92,12.07,0.00,49.09
T4695,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,45.45,29.60,47.22,22.32,34.92,12.07,0.00,45.45
T4696,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,46.07,29.60,47.22,22.32,34.92,12.07,0.00,46.07
T4697,8.80,34.92,34.92,34.92,25.86,-19.70,-19.70,-19.70,22.32,22.32,25.86,25.86,-19.70,-19.70,80.40,50.18,29.60,47.22,22.32,34.92,12.07,0.00,50.18
